,name,type,species,period,period_time,continent,lived_in,diet,length,size,taxonomy,link
0,Aardonyx,Sauropod,Celestae,Jurassic,Early,Africa,South Africa,Herbivorous,8.0,Medium,Dinosauria Saurischia Sauropodomorpha Prosauropoda Anchisauria,https://www.nhm.ac.uk/discover/dino-directory/aardonyx.html
1,Abelisaurus,Large Theropod,Comahuensis,Cretaceous,Late,South America,Argentina,Carnivorous,9.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria Abelisauridae Abelisaurinae,https://www.nhm.ac.uk/discover/dino-directory/abelisaurus.html
2,Achelousaurus,Ceratopsian,Horneri,Cretaceous,Late,North America,United States,Herbivorous,6.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Centrosaurinae,https://www.nhm.ac.uk/discover/dino-directory/achelousaurus.html
3,Achillobator,Large Theropod,Giganteus,Cretaceous,Late,Asia,Mongolia,Carnivorous,5.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae,https://www.nhm.ac.uk/discover/dino-directory/achillobator.html
4,Acrocanthosaurus,Large Theropod,Atokensis,Cretaceous,Early,North America,United States,Carnivorous,12.0,Long,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria Allosauroidea Carcharodontosauridae,https://www.nhm.ac.uk/discover/dino-directory/acrocanthosaurus.html
5,Aegyptosaurus,Sauropod,Baharijensis,Cretaceous,Late,Africa,Egypt,Herbivorous,15.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria,https://www.nhm.ac.uk/discover/dino-directory/aegyptosaurus.html
6,Afrovenator,Large Theropod,Abakensis,Cretaceous,Early,Africa,Niger,Carnivorous,9.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Spinosauroidea Megalosauridae Eustreptospondylinae,https://www.nhm.ac.uk/discover/dino-directory/afrovenator.html
7,Agilisaurus,Euornithopod,Louderbacki,Jurassic,Late,Asia,China,Herbivorous,1.5,Short,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda,https://www.nhm.ac.uk/discover/dino-directory/agilisaurus.html
8,Alamosaurus,Sauropod,Sanjuanensis,Cretaceous,Late,North America,United States,Herbivorous,21.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia,https://www.nhm.ac.uk/discover/dino-directory/alamosaurus.html
9,Albertaceratops,Ceratopsian,Nesmoi,Cretaceous,Late,North America,United States,Herbivorous,7.0,Medium,Dinosauria Ornithischia,https://www.nhm.ac.uk/discover/dino-directory/albertaceratops.html
10,Albertosaurus,Large Theropod,Libratus,Cretaceous,Late,North America,Canada,Carnivorous,9.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Tyrannosauroidea Tyrannosauridae Albertosaurinae,https://www.nhm.ac.uk/discover/dino-directory/albertosaurus.html
11,Alectrosaurus,Large Theropod,Olseni,Cretaceous,Late,Asia,Mongolia,Carnivorous,5.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Tyrannosauroidea,https://www.nhm.ac.uk/discover/dino-directory/alectrosaurus.html
12,Alioramus,Large Theropod,Remotus,Cretaceous,Late,Asia,Mongolia,Carnivorous,6.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Tyrannosauroidea,https://www.nhm.ac.uk/discover/dino-directory/alioramus.html
13,Allosaurus,Large Theropod,Fragilis,Jurassic,Late,North America,United States,Carnivorous,12.0,Long,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria Allosauroidea Allosauridae,https://www.nhm.ac.uk/discover/dino-directory/allosaurus.html
14,Alvarezsaurus,Small Theropod,Calvoi,Cretaceous,Late,South America,Argentina,Carnivorous,2.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Alvarezsauridae,https://www.nhm.ac.uk/discover/dino-directory/alvarezsaurus.html
15,Amargasaurus,Sauropod,Cazaui,Cretaceous,Early,South America,Argentina,Herbivorous,12.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Diplodocoidea Dicraeosauridae,https://www.nhm.ac.uk/discover/dino-directory/amargasaurus.html
16,Ammosaurus,Sauropod,Major,Jurassic,Early,North America,United States,Herbivorous,5.0,Medium,Dinosauria Saurischia Sauropodomorpha Prosauropoda Anchisauria Anchisauridae,https://www.nhm.ac.uk/discover/dino-directory/ammosaurus.html
17,Ampelosaurus,Sauropod,Atacis,Cretaceous,Late,Europe,France,Herbivorous,15.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia,https://www.nhm.ac.uk/discover/dino-directory/ampelosaurus.html
18,Amygdalodon,Sauropod,Patagonicus,Jurassic,Mid,South America,Argentina,Herbivorous,15.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda,https://www.nhm.ac.uk/discover/dino-directory/amygdalodon.html
19,Anchiceratops,Ceratopsian,Ornatus,Cretaceous,Late,North America,Canada,Herbivorous,6.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Chasmosaurinae,https://www.nhm.ac.uk/discover/dino-directory/anchiceratops.html
20,Anchisaurus,Sauropod,Polyzelous,Jurassic,Early,North America,United States,Herbivorous,2.0,Medium,Dinosauria Saurischia Sauropodomorpha Prosauropoda Anchisauria Anchisauridae,https://www.nhm.ac.uk/discover/dino-directory/anchisaurus.html
21,Ankylosaurus,Armoured Dinosaur,Magniventris,Cretaceous,Late,North America,United States,Herbivorous,7.0,Medium,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Ankylosauridae,https://www.nhm.ac.uk/discover/dino-directory/ankylosaurus.html
22,Anserimimus,Large Theropod,Planinychus,Cretaceous,Late,Asia,Mongolia,Carnivorous,3.5,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Ornithomimosauria Ornithomimidae,https://www.nhm.ac.uk/discover/dino-directory/anserimimus.html
23,Antarctosaurus,Sauropod,Wichmannianus,Cretaceous,Late,South America,Uruguay,Herbivorous,18.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia,https://www.nhm.ac.uk/discover/dino-directory/antarctosaurus.html
24,Apatosaurus,Sauropod,Ajax,Jurassic,Late,North America,United States,Herbivorous,21.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Diplodocoidea Diplodocidae,https://www.nhm.ac.uk/discover/dino-directory/apatosaurus.html
25,Aragosaurus,Sauropod,Ischiadicus,Cretaceous,Early,Europe,Spain,Herbivorous,18.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda,https://www.nhm.ac.uk/discover/dino-directory/aragosaurus.html
26,Aralosaurus,Euornithopod,Tuberiferus,Cretaceous,Late,Asia,Kazakhstan,Herbivorous,8.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Hadrosaurinae,https://www.nhm.ac.uk/discover/dino-directory/aralosaurus.html
27,Archaeoceratops,Ceratopsian,Oshimai,Cretaceous,Early,Asia,China,Herbivorous,1.3,Short,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia,https://www.nhm.ac.uk/discover/dino-directory/archaeoceratops.html
28,Archaeopteryx,Small Theropod,Lithographica,Jurassic,Late,Europe,Germany,Carnivorous,0.5,Short,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptoria Avialae Archaeopterygidae,https://www.nhm.ac.uk/discover/dino-directory/archaeopteryx.html
29,Archaeornithomimus,Small Theropod,Asiaticus,Cretaceous,Late,Asia,Uzbekistan,Carnivorous,3.5,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Ornithomimosauria Ornithomimidae,https://www.nhm.ac.uk/discover/dino-directory/archaeornithomimus.html
30,Argentinosaurus,Sauropod,Huinculensis,Cretaceous,Late,South America,Argentina,Herbivorous,35.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria,https://www.nhm.ac.uk/discover/dino-directory/argentinosaurus.html
31,Arrhinoceratops,Ceratopsian,Brachyops,Cretaceous,Late,North America,Canada,Herbivorous,6.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Chasmosaurinae,https://www.nhm.ac.uk/discover/dino-directory/arrhinoceratops.html
32,Atlascopcosaurus,Euornithopod,Loadsi,Cretaceous,Early,Oceania,Australia,Herbivorous,3.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda,https://www.nhm.ac.uk/discover/dino-directory/atlascopcosaurus.html
33,Aucasaurus,Large Theropod,Garridoi,Cretaceous,Late,South America,Argentina,Carnivorous,5.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria Abelisauroidea Abelisauria,https://www.nhm.ac.uk/discover/dino-directory/aucasaurus.html
34,Austrosaurus,Sauropod,Mckillopi,Cretaceous,Early,Oceania,Australia,Herbivorous,15.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria,https://www.nhm.ac.uk/discover/dino-directory/austrosaurus.html
35,Avaceratops,Ceratopsian,Lammersi,Cretaceous,Late,North America,United States,Herbivorous,2.3,Medium,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Centrosaurinae,https://www.nhm.ac.uk/discover/dino-directory/avaceratops.html
36,Avimimus,Small Theropod,Portentosus,Cretaceous,Late,Asia,Mongolia,Omnivorous,1.5,Short,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Oviraptorosauria Avimimidae,https://www.nhm.ac.uk/discover/dino-directory/avimimus.html
37,Bactrosaurus,Euornithopod,Johnsoni,Cretaceous,Late,Asia,China,Herbivorous,6.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae,https://www.nhm.ac.uk/discover/dino-directory/bactrosaurus.html
38,Bagaceratops,Ceratopsian,Rozhdestvenskyi,Cretaceous,Late,Asia,Mongolia,Herbivorous,1.0,Short,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Bagaceratopsidae,https://www.nhm.ac.uk/discover/dino-directory/bagaceratops.html
39,Bambiraptor,Small Theropod,Feinbergorum,Cretaceous,Late,North America,United States,Carnivorous,1.0,Short,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae,https://www.nhm.ac.uk/discover/dino-directory/bambiraptor.html
40,Barapasaurus,Sauropod,Tagorei,Jurassic,Early,Asia,India,Herbivorous,14.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Cetiosauridae,https://www.nhm.ac.uk/discover/dino-directory/barapasaurus.html
41,Barosaurus,Sauropod,Lentus,Jurassic,Late,North America,United States,Herbivorous,24.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Diplodocoidea Diplodocidae,https://www.nhm.ac.uk/discover/dino-directory/barosaurus.html
42,Baryonyx,Large Theropod,Walkeri,Cretaceous,Early,Europe,United Kingdom,Carnivorous,10.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Spinosauroidea Spinosauridae Baryonychinae,https://www.nhm.ac.uk/discover/dino-directory/baryonyx.html
43,Becklespinax,Large Theropod,Altispinax,Cretaceous,Early,Europe,United Kingdom,Carnivorous,5.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae,https://www.nhm.ac.uk/discover/dino-directory/becklespinax.html
44,Beipiaosaurus,Small Theropod,Inexpectus,Cretaceous,Early,Asia,China,Omnivorous,2.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Therizinosauroidea,https://www.nhm.ac.uk/discover/dino-directory/beipiaosaurus.html
45,Bellusaurus,Sauropod,Sui,Jurassic,Mid,Asia,China,Herbivorous,5.0,Medium,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria,https://www.nhm.ac.uk/discover/dino-directory/bellusaurus.html
46,Borogovia,Small Theropod,Gracilicrus,Cretaceous,Late,Asia,Mongolia,Carnivorous,1.5,Short,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptoria Troodontidae,https://www.nhm.ac.uk/discover/dino-directory/borogovia.html
47,Brachiosaurus,Sauropod,Altithorax,Jurassic,Late,North America,United States,Herbivorous,30.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Brachiosauridae,https://www.nhm.ac.uk/discover/dino-directory/brachiosaurus.html
48,Brachylophosaurus,Euornithopod,Canadensis,Cretaceous,Late,North America,United States,Herbivorous,7.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Hadrosaurinae,https://www.nhm.ac.uk/discover/dino-directory/brachylophosaurus.html
49,Brachytrachelopan,Sauropod,Mesai,Jurassic,Mid,South America,Argentina,Herbivorous,10.0,Medium,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Diplodocoidea Dicraeosauridae,https://www.nhm.ac.uk/discover/dino-directory/brachytrachelopan.html
50,Buitreraptor,Small Theropod,Gonzalezorum,Cretaceous,Late,South America,Argentina,Carnivorous,1.3,Short,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae Unenlagiinae,https://www.nhm.ac.uk/discover/dino-directory/buitreraptor.html
51,Camarasaurus,Sauropod,Supremus,Jurassic,Late,North America,United States,Herbivorous,23.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Camarasauridae,https://www.nhm.ac.uk/discover/dino-directory/camarasaurus.html
52,Camptosaurus,Euornithopod,Dispar,Jurassic,Late,North America,United States,Herbivorous,5.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia,https://www.nhm.ac.uk/discover/dino-directory/camptosaurus.html
53,Carcharodontosaurus,Large Theropod,Saharicus,Cretaceous,Late,Africa,North Africa,Carnivorous,15.0,Long,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria Allosauroidea Carcharodontosauridae,https://www.nhm.ac.uk/discover/dino-directory/carcharodontosaurus.html
54,Carnotaurus,Large Theropod,Sastrei,Cretaceous,Late,South America,Argentina,Carnivorous,7.6,Medium,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria Abelisauridae,https://www.nhm.ac.uk/discover/dino-directory/carnotaurus.html
55,Caudipteryx,Small Theropod,Zoui,Cretaceous,Early,Asia,China,Omnivorous,1.0,Short,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Oviraptorosauria Caudipterygidae,https://www.nhm.ac.uk/discover/dino-directory/caudipteryx.html
56,Cedarpelta,Armoured Dinosaur,Bilbeyhallorum,Cretaceous,Early,North America,United States,Herbivorous,10.0,Medium,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Ankylosauridae,https://www.nhm.ac.uk/discover/dino-directory/cedarpelta.html
57,Centrosaurus,Ceratopsian,,Cretaceous,Late,North America,Canada,Herbivorous,6.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Centrosaurinae,https://www.nhm.ac.uk/discover/dino-directory/centrosaurus.html
58,Ceratosaurus,Large Theropod,Nasicornis,Jurassic,Late,North America,United States,Carnivorous,6.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria,https://www.nhm.ac.uk/discover/dino-directory/ceratosaurus.html
59,Cetiosauriscus,Sauropod,Stewarti,Jurassic,Mid,Europe,United Kingdom,Herbivorous,15.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Diplodocoidea,https://www.nhm.ac.uk/discover/dino-directory/cetiosauriscus.html
60,Cetiosaurus,Sauropod,Oxoniensis,Jurassic,Mid,Europe,United Kingdom,Herbivorous,18.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Cetiosauridae,https://www.nhm.ac.uk/discover/dino-directory/cetiosaurus.html
61,Chaoyangsaurus,Ceratopsian,Youngi,Jurassic,Late,Asia,China,Herbivorous,1.1,Short,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia,https://www.nhm.ac.uk/discover/dino-directory/chaoyangsaurus.html
62,Chasmosaurus,Ceratopsian,,Cretaceous,Late,North America,Canada,Herbivorous,5.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Chasmosaurinae,https://www.nhm.ac.uk/discover/dino-directory/chasmosaurus.html
63,Chindesaurus,Small Theropod,Bryansmalli,Triassic,Late,North America,United States,Carnivorous,4.0,Medium,Dinosauria Saurischia Theropoda Herrerasauridae,https://www.nhm.ac.uk/discover/dino-directory/chindesaurus.html
64,Chinshakiangosaurus,Sauropod,Zhongheensis,Jurassic,Late,Asia,China,Herbivorous,11.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda,https://www.nhm.ac.uk/discover/dino-directory/chinshakiangosaurus.html
65,Chirostenotes,Small Theropod,Pergracilis,Jurassic,Late,North America,Canada,Omnivorous,1.7,Short,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Oviraptorosauria Caenagnathoidea Caenagnathidae,https://www.nhm.ac.uk/discover/dino-directory/chirostenotes.html
66,Chubutisaurus,Sauropod,Insignis,Cretaceous,Early,South America,Argentina,Herbivorous,23.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria,https://www.nhm.ac.uk/discover/dino-directory/chubutisaurus.html
67,Chungkingosaurus,Armoured Dinosaur,Jiangbeiensis,Jurassic,Late,Asia,China,Herbivorous,4.0,Medium,Dinosauria Ornithischia Genasauria Thyreophora Stegosauria Stegosauridae Stegosaurinae,https://www.nhm.ac.uk/discover/dino-directory/chungkingosaurus.html
68,Citipati,Small Theropod,Osmolskae,Cretaceous,Late,Asia,Mongolia,Omnivorous,2.1,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Oviraptorosauria Caenagnathoidea Oviraptoridae Oviraptorinae,https://www.nhm.ac.uk/discover/dino-directory/citipati.html
69,Coelophysis,Small Theropod,,Triassic,Late,Africa,Zimbabwe,Carnivorous,2.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Coelophysoidea Coelophysidae,https://www.nhm.ac.uk/discover/dino-directory/coelophysis.html
70,Coelurus,Small Theropod,Fragilis,Jurassic,Late,North America,United States,Carnivorous,1.8,Short,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria,https://www.nhm.ac.uk/discover/dino-directory/coelurus.html
71,Coloradisaurus,Sauropod,Brevis,Triassic,Late,South America,Argentina,Omnivorous,4.0,Medium,Dinosauria Saurischia Sauropodomorpha Prosauropoda Plateosauria Plateosauridae,https://www.nhm.ac.uk/discover/dino-directory/coloradisaurus.html
72,Compsognathus,Small Theropod,Longipes,Jurassic,Late,Europe,Germany,Carnivorous,0.65,Short,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Compsognathidae,https://www.nhm.ac.uk/discover/dino-directory/compsognathus.html
73,Conchoraptor,Small Theropod,Gracilis,Cretaceous,Late,Asia,Mongolia,Carnivorous,1.5,Short,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Oviraptorosauria Caenagnathoidea Oviraptoridae Ingeniinae,https://www.nhm.ac.uk/discover/dino-directory/conchoraptor.html
74,Confuciusornis,Small Theropod,Sanctus,Cretaceous,Early,Asia,China,Carnivorous,0.25,Short,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptoria Avialae Ornithurae Avibrevicauda Pygostylia Confuciusornithidae,https://www.nhm.ac.uk/discover/dino-directory/confuciusornis.html
