,name,type,species,period,period_time,continent,lived_in,diet,length,size,taxonomy,link
228,Protohadros,Euornithopod,Byrdi,Cretaceous,Late,North America,United States,Herbivorous,6.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea,https://www.nhm.ac.uk/discover/dino-directory/protohadros.html
229,Psittacosaurus,Ceratopsian,Mongoliensis,Cretaceous,Early,Asia,Russia,Herbivorous,2.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Psittacosauridae,https://www.nhm.ac.uk/discover/dino-directory/psittacosaurus.html
230,Quaesitosaurus,Sauropod,Orientalis,Cretaceous,Late,Asia,Mongolia,Herbivorous,23.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Diplodocoidea Nemegtosauridae,https://www.nhm.ac.uk/discover/dino-directory/quaesitosaurus.html
231,Rebbachisaurus,Sauropod,Garasbae,Cretaceous,Early,Africa,Morocco,Herbivorous,20.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Diplodocoidea Rebbachisauridae,https://www.nhm.ac.uk/discover/dino-directory/rebbachisaurus.html
232,Rhabdodon,Euornithopod,Priscus,Cretaceous,Late,Europe,Spain,Herbivorous,4.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Rhabdodontidae,https://www.nhm.ac.uk/discover/dino-directory/rhabdodon.html
233,Rhoetosaurus,Sauropod,Brownei,Jurassic,Mid,Oceania,Australia,Herbivorous,15.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda,https://www.nhm.ac.uk/discover/dino-directory/rhoetosaurus.html
234,Rinchenia,Small Theropod,Mongoliensis,Cretaceous,Late,Asia,Mongolia,Omnivorous,2.5,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Oviraptorosauria Caenagnathoidea Oviraptoridae Oviraptorinae,https://www.nhm.ac.uk/discover/dino-directory/rinchenia.html
235,Riojasaurus,Sauropod,Incertus,Triassic,Late,South America,Argentina,Herbivorous/Omnivorous,5.15,Medium,Dinosauria Saurischia Sauropodomorpha Prosauropoda Anchisauria Melanorosauridae,https://www.nhm.ac.uk/discover/dino-directory/riojasaurus.html
236,Rugops,Large Theropod,Primus,Cretaceous,Late,Africa,Niger,Carnivorous,7.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria Abelisauridae,https://www.nhm.ac.uk/discover/dino-directory/rugops.html
237,Saichania,Armoured Dinosaur,Chulsanensis,Cretaceous,Late,Asia,Mongolia,Herbivorous,6.6,Medium,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Ankylosauridae,https://www.nhm.ac.uk/discover/dino-directory/saichania.html
238,Saltasaurus,Sauropod,Loricatus,Cretaceous,Late,South America,Argentina,Herbivorous,12.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia Saltasauridae,https://www.nhm.ac.uk/discover/dino-directory/saltasaurus.html
239,Saltopus,Small Theropod,Elginensis,Triassic,Late,Europe,United Kingdom,Carnivorous,1.0,Short,Dinosauria,https://www.nhm.ac.uk/discover/dino-directory/saltopus.html
240,Sarcosaurus,Small Theropod,Woodi,Jurassic,Early,Europe,United Kingdom,Carnivorous,3.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria,https://www.nhm.ac.uk/discover/dino-directory/sarcosaurus.html
241,Saurolophus,Euornithopod,Osborni,Cretaceous,Late,Asia,Mongolia,Herbivorous,9.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Hadrosaurinae,https://www.nhm.ac.uk/discover/dino-directory/saurolophus.html
242,Sauropelta,Armoured Dinosaur,Edwardsorum,Cretaceous,Early,North America,United States,Herbivorous,6.5,Medium,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Nodosauridae,https://www.nhm.ac.uk/discover/dino-directory/sauropelta.html
243,Saurophaganax,Large Theropod,Maximus,Jurassic,Late,North America,United States,Carnivorous,12.0,Long,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria Allosauroidea Allosauridae,https://www.nhm.ac.uk/discover/dino-directory/saurophaganax.html
244,Saurornithoides,Small Theropod,Mongoliensis,Cretaceous,Late,Asia,Mongolia,Carnivorous,3.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptoria Troodontidae,https://www.nhm.ac.uk/discover/dino-directory/saurornithoides.html
245,Scelidosaurus,Armoured Dinosaur,Harrisonii,Jurassic,Early,Europe,United Kingdom,Herbivorous,4.0,Medium,Dinosauria Ornithischia Genasauria Thyreophora Scelidosauridae,https://www.nhm.ac.uk/discover/dino-directory/scelidosaurus.html
246,Scutellosaurus,Armoured Dinosaur,Lawleri,Jurassic,Early,North America,United States,Herbivorous,1.2,Short,Dinosauria Ornithischia Genasauria Thyreophora,https://www.nhm.ac.uk/discover/dino-directory/scutellosaurus.html
247,Secernosaurus,Euornithopod,Koerneri,Cretaceous,Late,South America,Argentina,Herbivorous,3.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae,https://www.nhm.ac.uk/discover/dino-directory/secernosaurus.html
248,Segisaurus,Small Theropod,Halli,Jurassic,Mid,North America,United States,Carnivorous,1.5,Short,Dinosauria Saurischia Theropoda Neotheropoda Coelophysoidea Coelophysidae,https://www.nhm.ac.uk/discover/dino-directory/segisaurus.html
249,Segnosaurus,Large Theropod,Galbinensis,Cretaceous,Late,Asia,Mongolia,Carnivorous,4.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Therizinosauroidea Therizinosauridae,https://www.nhm.ac.uk/discover/dino-directory/segnosaurus.html
250,Shamosaurus,Armoured Dinosaur,Scutatus,Cretaceous,Early,Asia,Mongolia,Herbivorous,5.0,Medium,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Ankylosauridae,https://www.nhm.ac.uk/discover/dino-directory/shamosaurus.html
251,Shanag,Small Theropod,Ashile,Cretaceous,Early,Asia,Mongolia,Carnivorous,0.45,Short,Dinosauria Saurischia,https://www.nhm.ac.uk/discover/dino-directory/shanag.html
252,Shantungosaurus,Euornithopod,Giganteus,Cretaceous,Late,Asia,China,Herbivorous,15.0,Long,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Hadrosaurinae,https://www.nhm.ac.uk/discover/dino-directory/shantungosaurus.html
253,Shunosaurus,Sauropod,Lii,Jurassic,Mid,Asia,China,Herbivorous,10.0,Medium,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda,https://www.nhm.ac.uk/discover/dino-directory/shunosaurus.html
254,Shuvuuia,Small Theropod,Deserti,Cretaceous,Late,Asia,Mongolia,Omnivorous,0.6,Short,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Alvarezsauridae,https://www.nhm.ac.uk/discover/dino-directory/shuvuuia.html
255,Silvisaurus,Armoured Dinosaur,Condrayi,Cretaceous,Early,North America,United States,Herbivorous,4.0,Medium,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Nodosauridae,https://www.nhm.ac.uk/discover/dino-directory/silvisaurus.html
256,Sinocalliopteryx,Small Theropod,Gigas,Cretaceous,Early,Asia,China,Carnivorous,2.37,Medium,Dinosauria Saurischia,https://www.nhm.ac.uk/discover/dino-directory/sinocalliopteryx.html
257,Sinornithosaurus,Small Theropod,Millenii,Cretaceous,Early,Asia,China,Carnivorous,2.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae,https://www.nhm.ac.uk/discover/dino-directory/sinornithosaurus.html
258,Sinosauropteryx,Small Theropod,Prima,Cretaceous,Early,Asia,China,Carnivorous,1.0,Short,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Compsognathidae,https://www.nhm.ac.uk/discover/dino-directory/sinosauropteryx.html
259,Sinovenator,Small Theropod,Changii,Cretaceous,Early,Asia,China,Carnivorous,1.0,Short,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptoria Troodontidae,https://www.nhm.ac.uk/discover/dino-directory/sinovenator.html
260,Sinraptor,Large Theropod,Hepingensis,Jurassic,Mid,Asia,China,Carnivorous,7.6,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria Allosauroidea Sinraptoridae,https://www.nhm.ac.uk/discover/dino-directory/sinraptor.html
261,Sonidosaurus,Sauropod,Saihangaobiensis,Cretaceous,Late,Asia,China,Herbivorous,9.0,Medium,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria,https://www.nhm.ac.uk/discover/dino-directory/sonidosaurus.html
262,Spinosaurus,Large Theropod,Aegyptiacus,Cretaceous,Late,Africa,Morocco,Carnivorous,18.0,Long,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Spinosauroidea Spinosauridae Spinosaurinae,https://www.nhm.ac.uk/discover/dino-directory/spinosaurus.html
263,Staurikosaurus,Large Theropod,Pricei,Triassic,Late,South America,Brazil,Carnivorous,2.0,Medium,Dinosauria Saurischia Theropoda Herrerasauridae,https://www.nhm.ac.uk/discover/dino-directory/staurikosaurus.html
264,Stegoceras,Euornithopod,Validum,Cretaceous,Late,North America,United States,Herbivorous,2.4,Medium,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Pachycephalosauria Goyocephala Homalocephaloidea Pachycephalosauridae,https://www.nhm.ac.uk/discover/dino-directory/stegoceras.html
265,Stegosaurus,Armoured Dinosaur,Armatus,Jurassic,Late,North America,United States,Herbivorous,9.0,Medium,Dinosauria Ornithischia Genasauria Thyreophora Stegosauria Stegosauridae Stegosaurinae,https://www.nhm.ac.uk/discover/dino-directory/stegosaurus.html
266,Stenopelix,Ceratopsian,Valdensis,Cretaceous,Early,Europe,Germany,Herbivorous,1.5,Short,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Pachycephalosauria,https://www.nhm.ac.uk/discover/dino-directory/stenopelix.html
267,Struthiomimus,Small Theropod,Altus,Cretaceous,Late,North America,Canada,Omnivorous,4.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Ornithomimosauria Ornithomimidae,https://www.nhm.ac.uk/discover/dino-directory/struthiomimus.html
268,Struthiosaurus,Armoured Dinosaur,Austriacus,Cretaceous,Late,Europe,Spain,Herbivorous,2.5,Medium,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Nodosauridae,https://www.nhm.ac.uk/discover/dino-directory/struthiosaurus.html
269,Styracosaurus,Ceratopsian,Albertensis,Cretaceous,Late,North America,United States,Herbivorous,5.5,Medium,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Centrosaurinae,https://www.nhm.ac.uk/discover/dino-directory/styracosaurus.html
270,Suchomimus,Large Theropod,Tenerensis,Cretaceous,Early,Africa,Niger,Carnivorous,11.0,Long,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Spinosauroidea Spinosauridae Baryonychinae,https://www.nhm.ac.uk/discover/dino-directory/suchomimus.html
271,Supersaurus,Sauropod,Vivianae,Cretaceous,Early,North America,United States,Herbivorous,35.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Diplodocoidea Diplodocidae,https://www.nhm.ac.uk/discover/dino-directory/supersaurus.html
272,Talarurus,Armoured Dinosaur,Plicatospineus,Cretaceous,Late,Asia,Mongolia,Herbivorous,6.0,Medium,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Ankylosauridae,https://www.nhm.ac.uk/discover/dino-directory/talarurus.html
273,Tanius,Euornithopod,Sinensis,Cretaceous,Late,Asia,China,Herbivorous,7.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae,https://www.nhm.ac.uk/discover/dino-directory/tanius.html
274,Tarbosaurus,Large Theropod,Bataar,Cretaceous,Late,Asia,Mongolia,Carnivorous,10.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Tyrannosauroidea Tyrannosauridae Tyrannosaurinae,https://www.nhm.ac.uk/discover/dino-directory/tarbosaurus.html
275,Tarchia,Armoured Dinosaur,Gigantea,Cretaceous,Late,Asia,Mongolia,Herbivorous,8.5,Medium,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Ankylosaurinae,https://www.nhm.ac.uk/discover/dino-directory/tarchia.html
276,Telmatosaurus,Euornithopod,Transsylvanicus,Cretaceous,Late,Europe,Spain,Herbivorous,5.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae,https://www.nhm.ac.uk/discover/dino-directory/telmatosaurus.html
277,Tenontosaurus,Euornithopod,Tillettorum,Cretaceous,Early,North America,United States,Herbivorous,7.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia,https://www.nhm.ac.uk/discover/dino-directory/tenontosaurus.html
278,Thecodontosaurus,Sauropod,Antiquus,Triassic,Late,Europe,United Kingdom,Omnivorous,2.5,Medium,Dinosauria Saurischia Sauropodomorpha Prosauropoda,https://www.nhm.ac.uk/discover/dino-directory/thecodontosaurus.html
279,Therizinosaurus,Large Theropod,Cheloniformis,Cretaceous,Late,Asia,Mongolia,Unknown,10.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Therizinosauroidea Therizinosauridae,https://www.nhm.ac.uk/discover/dino-directory/therizinosaurus.html
280,Thescelosaurus,Euornithopod,Neglectus,Cretaceous,Late,North America,United States,Herbivorous,3.5,Medium,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda,https://www.nhm.ac.uk/discover/dino-directory/thescelosaurus.html
281,Torosaurus,Ceratopsian,Latus,Cretaceous,Late,North America,United States,Herbivorous,7.5,Medium,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Chasmosaurinae,https://www.nhm.ac.uk/discover/dino-directory/torosaurus.html
282,Torvosaurus,Large Theropod,Tanneri,Jurassic,Late,North America,United States,Carnivorous,10.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Spinosauroidea Megalosauridae Megalosaurinae,https://www.nhm.ac.uk/discover/dino-directory/torvosaurus.html
283,Triceratops,Ceratopsian,Horridus,Cretaceous,Late,North America,United States,Herbivorous,9.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Chasmosaurinae,https://www.nhm.ac.uk/discover/dino-directory/triceratops.html
284,Troodon,Small Theropod,Formosus,Cretaceous,Late,North America,United States,Carnivorous,2.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptoria Troodontidae,https://www.nhm.ac.uk/discover/dino-directory/troodon.html
285,Tsagantegia,Armoured Dinosaur,Longicranialis,Cretaceous,Late,Asia,Mongolia,Herbivorous,7.0,Medium,Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Ankylosauridae,https://www.nhm.ac.uk/discover/dino-directory/tsagantegia.html
286,Tsintaosaurus,Euornithopod,Spinorhinus,Cretaceous,Late,Asia,China,Herbivorous,12.0,Long,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Lambeosaurinae,https://www.nhm.ac.uk/discover/dino-directory/tsintaosaurus.html
287,Tuojiangosaurus,Armoured Dinosaur,Multispinus,Jurassic,Late,Asia,China,Herbivorous,7.0,Medium,Dinosauria Ornithischia Genasauria Thyreophora Stegosauria Stegosauridae Stegosaurinae,https://www.nhm.ac.uk/discover/dino-directory/tuojiangosaurus.html
288,Tylocephale,Euornithopod,Gilmorei,Cretaceous,Late,Asia,Mongolia,Herbivorous,1.4,Short,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Pachycephalosauria Goyocephala Homalocephaloidea Pachycephalosauridae,https://www.nhm.ac.uk/discover/dino-directory/tylocephale.html
289,Tyrannosaurus,Large Theropod,Rex,Cretaceous,Late,North America,United States,Carnivorous,12.0,Long,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Tyrannosauroidea Tyrannosauridae Tyrannosaurinae,https://www.nhm.ac.uk/discover/dino-directory/tyrannosaurus.html
290,Udanoceratops,Ceratopsian,Tschizhovi,Cretaceous,Late,Asia,Mongolia,Herbivorous,4.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia,https://www.nhm.ac.uk/discover/dino-directory/udanoceratops.html
291,Unenlagia,Small Theropod,Comahuensis,Cretaceous,Late,South America,Argentina,Carnivorous,2.4,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae,https://www.nhm.ac.uk/discover/dino-directory/unenlagia.html
292,Urbacodon,Small Theropod,Itemirensis,Cretaceous,Late,Asia,Uzbekistan,Carnivorous,1.0,Short,Dinosauria Saurischia,https://www.nhm.ac.uk/discover/dino-directory/urbacodon.html
293,Utahraptor,Large Theropod,Ostrommaysorum,Cretaceous,Early,North America,United States,Carnivorous,6.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae,https://www.nhm.ac.uk/discover/dino-directory/utahraptor.html
294,Valdosaurus,Euornithopod,Canaliculatus,Cretaceous,Early,Europe,United Kingdom,Herbivorous,3.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Dryosauridae,https://www.nhm.ac.uk/discover/dino-directory/valdosaurus.html
295,Velociraptor,Small Theropod,Mongoliensis,Cretaceous,Late,Asia,Mongolia,Carnivorous,1.8,Short,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae,https://www.nhm.ac.uk/discover/dino-directory/velociraptor.html
296,Vulcanodon,Sauropod,Karibaensis,Jurassic,Early,Africa,Zimbabwe,Herbivorous,6.5,Medium,Dinosauria Saurischia Sauropodomorpha Sauropoda Vulcanodontidae,https://www.nhm.ac.uk/discover/dino-directory/vulcanodon.html
297,Yandusaurus,Euornithopod,Hongheensis,Jurassic,Mid,Asia,China,Herbivorous,3.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda,https://www.nhm.ac.uk/discover/dino-directory/yandusaurus.html
298,Yangchuanosaurus,Large Theropod,Shangyouensis,Jurassic,Late,Asia,China,Carnivorous,10.0,Medium,Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria Allosauroidea Sinraptoridae,https://www.nhm.ac.uk/discover/dino-directory/yangchuanosaurus.html
299,Yimenosaurus,Sauropod,Youngi,Jurassic,Early,Asia,China,Herbivorous,9.0,Medium,Dinosauria Saurischia Sauropodomorpha Prosauropoda,https://www.nhm.ac.uk/discover/dino-directory/yimenosaurus.html
300,Yingshanosaurus,Armoured Dinosaur,Jichuanensis,Jurassic,Late,Asia,China,Herbivorous,5.0,Medium,Dinosauria Ornithischia Genasauria Thyreophora Stegosauria,https://www.nhm.ac.uk/discover/dino-directory/yingshanosaurus.html
301,Yinlong,Ceratopsian,Downsi,Jurassic,Mid,Asia,China,Herbivorous,1.2,Short,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia,https://www.nhm.ac.uk/discover/dino-directory/yinlong.html
302,Yuanmousaurus,Sauropod,Jiangyiensis,Jurassic,Mid,Asia,China,Herbivorous,17.0,Long,Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda,https://www.nhm.ac.uk/discover/dino-directory/yuanmousaurus.html
303,Yunnanosaurus,Sauropod,Huangi,Jurassic,Early,Asia,China,Omnivorous,7.0,Medium,Dinosauria Saurischia Sauropodomorpha Prosauropoda Plateosauria,https://www.nhm.ac.uk/discover/dino-directory/yunnanosaurus.html
304,Zalmoxes,Euornithopod,Robustus,Cretaceous,Late,Europe,Romania,Herbivorous,3.0,Medium,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Rhabdodontidae,https://www.nhm.ac.uk/discover/dino-directory/zalmoxes.html
305,Zephyrosaurus,Euornithopod,Schaffi,Cretaceous,Early,North America,United States,Herbivorous,1.8,Short,Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda,https://www.nhm.ac.uk/discover/dino-directory/zephyrosaurus.html
306,Zuniceratops,Ceratopsian,Christopheri,Cretaceous,Late,North America,United States,Herbivorous,3.5,Medium,Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria,https://www.nhm.ac.uk/discover/dino-directory/zuniceratops.html
